,analysis,Attribute_name,prediction_set,class_probabilities,labels,max_prob,label
812,A_TOR,TOR LOW RES PRODOTTO FINITO,"['rp-hplc purity', 'se-uplc monomer', 'aex main peak', 'particulate-matter >= 25-um', 'spr binding activity', 'polysorbate 80', 'protein concentration (a280)']","[0.47124332189559937, 0.20008839666843414, 0.17195048928260803, 0.06272411346435547, 0.02116047590970993, 0.01681135594844818, 0.010589731857180595]","[1, 3, 2, 4, 7, 10, 9]",0.47124332189559937,1
813,A_95007433,PARTICULATE MATTER HIAC 10 MICRONS,['particulate-matter >= 25-um'],[0.9887414574623108],[4],0.9887414574623108,4
814,Y_SM_M00001098_R,RM PURITY 3 1DECPT,['sds-page (reduced) purity'],[0.9570229053497314],[0],0.9570229053497314,0
815,A_250491_VC,VOLUME IN CONTAINER 1,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'sds-page (reduced) purity', 'aex main peak', 'polysorbate 80', 'ph']","[0.6042836904525757, 0.19280177354812622, 0.08480364084243774, 0.024872146546840668, 0.019630739465355873, 0.015608534216880798, 0.011140700429677963]","[4, 3, 9, 0, 2, 10, 8]",0.6042836904525757,4
816,95007424_SYSTEM,% DIFFERENCE FOR STD 5 SECOND BRACKET,"['protein concentration (a280)', 'spr binding activity', 'rp-hplc purity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'potency by cell-based bioassay', 'sds-page (reduced) purity']","[0.5849270224571228, 0.13195516169071198, 0.12047611176967621, 0.054615750908851624, 0.02730456180870533, 0.016819970682263374, 0.015346813015639782]","[9, 7, 1, 3, 4, 5, 0]",0.5849270224571228,9
817,A_250548,HUMAN CELL IL-2 INHIBITION ASSAY,['potency by cell-based bioassay'],[0.9764512777328491],[5],0.9764512777328491,5
818,A_95007425,ISOELECTRIC FOCUSING PI RANGE 4_3_5_3,['aex main peak'],[0.9993003606796265],[2],0.9993003606796265,2
819,A_95007423,SDS (COO RED) UNEXPECTED BAND,['sds-page (reduced) purity'],[0.9992547631263733],[0],0.9992547631263733,0
820,A_250256,BACTERIAL ENDOTOXINS,"['potency by cell-based bioassay', 'protein concentration (a280)', 'potency by binding elisa', 'spr binding activity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80', 'sds-page (reduced) purity']","[0.5570324659347534, 0.15952560305595398, 0.13845132291316986, 0.033180661499500275, 0.030415259301662445, 0.01663556694984436, 0.014706901274621487, 0.009786018170416355]","[5, 9, 6, 7, 3, 4, 10, 0]",0.5570324659347534,5
821,A_95007421,SIZE HOMOGENEITY HPLC H MW SP 1D NONEU,['se-uplc monomer'],[0.9958213567733765],[3],0.9958213567733765,3
822,A_TOR_ORENCIA_SC,TOR PRODOTTO FIN LOW,"['se-uplc monomer', 'aex main peak']","[0.9204514622688293, 0.03706678748130798]","[3, 2]",0.9204514622688293,3
823,P_M20657,MAIN PEAK,['aex main peak'],[0.9925164580345154],[2],0.9925164580345154,2
824,A_TOR_OPDIVO,TOR CON PACK 8-30 HR,"['rp-hplc purity', 'aex main peak', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80', 'spr binding activity']","[0.405341774225235, 0.34529128670692444, 0.07904932647943497, 0.06828194111585617, 0.045695263892412186, 0.011595535092055798]","[1, 2, 3, 4, 10, 7]",0.405341774225235,1
825,A_TOR_OPDIVO,TOR CON PACK 30-40 MIN,"['aex main peak', 'particulate-matter >= 25-um', 'rp-hplc purity', 'se-uplc monomer', 'polysorbate 80', 'protein concentration (a280)']","[0.44571730494499207, 0.19719700515270233, 0.17841961979866028, 0.06654050201177597, 0.05108052119612694, 0.013138866983354092]","[2, 4, 1, 3, 10, 9]",0.44571730494499207,2
826,A_95007423,SDS (COO NON-RED) MAJOR BAND,['sds-page (reduced) purity'],[0.9993234872817993],[0],0.9993234872817993,0
827,A_250435,CHARGE PROFILE (CEX) ACID REG,['aex main peak'],[0.9634767770767212],[2],0.9634767770767212,2
828,P_M20659,METHOD VERSION,"['rp-hplc purity', 'aex main peak', 'ph', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80']","[0.7165650725364685, 0.14507627487182617, 0.043782904744148254, 0.018557490780949593, 0.015525451861321926, 0.012586966156959534]","[1, 2, 8, 3, 4, 10]",0.7165650725364685,1
829,P_M20635,METHOD VERSION,"['rp-hplc purity', 'aex main peak', 'ph', 'se-uplc monomer', 'particulate-matter >= 25-um']","[0.7749068140983582, 0.11331333965063095, 0.03291355073451996, 0.017776254564523697, 0.01290403213351965]","[1, 2, 8, 3, 4]",0.7749068140983582,1
830,P_M20659,RRT MINOR PEAK 2 => QL,"['particulate-matter >= 25-um', 'aex main peak', 'rp-hplc purity', 'spr binding activity', 'ph', 'protein concentration (a280)', 'sds-page (reduced) purity', 'polysorbate 80']","[0.395007848739624, 0.161650612950325, 0.15977178514003754, 0.10359007865190506, 0.0619204081594944, 0.048696793615818024, 0.015085112303495407, 0.014572959393262863]","[4, 2, 1, 7, 8, 9, 0, 10]",0.395007848739624,4
831,A_TOR_EMPLICITI,TOR DEV FIN 8-25 MIN,"['se-uplc monomer', 'aex main peak', 'particulate-matter >= 25-um', 'rp-hplc purity', 'polysorbate 80', 'protein concentration (a280)']","[0.41938671469688416, 0.2522313594818115, 0.12904305756092072, 0.11499100923538208, 0.020183498039841652, 0.016918975859880447]","[3, 2, 4, 1, 10, 9]",0.41938671469688416,3
832,A_TOR_ORENCIA_SC,TOR DA TT4 LOW,"['se-uplc monomer', 'rp-hplc purity', 'aex main peak', 'particulate-matter >= 25-um', 'spr binding activity']","[0.5129433870315552, 0.31562650203704834, 0.10029791295528412, 0.019619600847363472, 0.011890902183949947]","[3, 1, 2, 4, 7]",0.5129433870315552,3
833,A_250435,MAINE PEAK,['aex main peak'],[0.9928111433982849],[2],0.9928111433982849,2
834,A_USPO470,EXTRACTABLE VOLUME,"['se-uplc monomer', 'particulate-matter >= 25-um', 'aex main peak', 'protein concentration (a280)', 'polysorbate 80', 'rp-hplc purity', 'potency by cell-based bioassay', 'sds-page (reduced) purity']","[0.4538087248802185, 0.21979229152202606, 0.08632878214120865, 0.08521650731563568, 0.04572056606411934, 0.022574691101908684, 0.021664202213287354, 0.015396577306091785]","[3, 4, 2, 9, 10, 1, 5, 0]",0.4538087248802185,3
835,A_USPO610,PARTICULATE MATTER 25 MICRONS,['particulate-matter >= 25-um'],[0.9899483919143677],[4],0.9899483919143677,4
836,A_TOR_ORENCIA_SC,TOR TT4 LOW COVANCE,"['se-uplc monomer', 'rp-hplc purity', 'aex main peak', 'particulate-matter >= 25-um', 'spr binding activity']","[0.5470475554466248, 0.20348042249679565, 0.1521771401166916, 0.027624065056443214, 0.021379763260483742]","[3, 1, 2, 4, 7]",0.5470475554466248,3
837,A_TOR_OPDIVO,TOR PROD FINITO 30-40,"['polysorbate 80', 'rp-hplc purity', 'protein concentration (a280)', 'se-uplc monomer', 'particulate-matter >= 25-um', 'aex main peak', 'spr binding activity', 'potency by cell-based bioassay', 'ph']","[0.2595627009868622, 0.23975296318531036, 0.11566520482301712, 0.10181331634521484, 0.088103748857975, 0.06943122297525406, 0.05405653268098831, 0.019968310371041298, 0.006379191763699055]","[10, 1, 9, 3, 4, 2, 7, 5, 8]",0.2595627009868622,10
838,A_250192_NONRED,PURITY (MAJOR BAND) 0DECPT,['sds-page (reduced) purity'],[0.998819887638092],[0],0.998819887638092,0
839,A_250196,B7 BINDING (SURFACE PLASMON RESONANCE),['spr binding activity'],[0.9786003232002258],[7],0.9786003232002258,7
840,Y_SM_250357_R,RM SIZE HOMOGENEITY HMW 1DECPT,['se-uplc monomer'],[0.9975438714027405],[3],0.9975438714027405,3
841,A_250491_VC,VOLUME IN CONTAINER 2,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'sds-page (reduced) purity', 'aex main peak', 'polysorbate 80', 'potency by cell-based bioassay', 'ph']","[0.6253368258476257, 0.1649095118045807, 0.08193567395210266, 0.023801345378160477, 0.021534815430641174, 0.020052991807460785, 0.01240110769867897, 0.01103061530739069]","[4, 3, 9, 0, 2, 10, 5, 8]",0.6253368258476257,4
842,A_95007433,PARTICULATE MATTER HIAC 25 MICRONS,['particulate-matter >= 25-um'],[0.9893380403518677],[4],0.9893380403518677,4
843,A_TOR_OPDIVO,TOR PROD FINITO 8-30,"['rp-hplc purity', 'polysorbate 80', 'se-uplc monomer', 'protein concentration (a280)', 'aex main peak', 'particulate-matter >= 25-um', 'spr binding activity', 'potency by cell-based bioassay', 'potency by binding elisa']","[0.2701341211795807, 0.19426380097866058, 0.1313927322626114, 0.11553940176963806, 0.08154690265655518, 0.0782153382897377, 0.056664906442165375, 0.02170589193701744, 0.007054951973259449]","[1, 10, 3, 9, 2, 4, 7, 5, 6]",0.2701341211795807,1
844,A_250601,PARTICULATE MATTER 25 MICRONS,['particulate-matter >= 25-um'],[0.9897000789642334],[4],0.9897000789642334,4
845,A_250598,LMW,['se-uplc monomer'],[0.9980924725532532],[3],0.9980924725532532,3
846,A_250629,POTENCY ELISA,['potency by binding elisa'],[0.9972992539405823],[6],0.9972992539405823,6
847,A_250475,HUMAN CELL IL_2 INHIBITION ASSAY,['potency by cell-based bioassay'],[0.9761602878570557],[5],0.9761602878570557,5
848,A_USPO1302,SIZE HOMOGEN MONOMER 1DECPT,['se-uplc monomer'],[0.9972280859947205],[3],0.9972280859947205,3
849,A_USPO156,PH 1DECPT,['ph'],[0.9976155757904053],[8],0.9976155757904053,8
850,A_TOR_EMPLICITI,TOR PROD FINITO 8-25,"['protein concentration (a280)', 'rp-hplc purity', 'polysorbate 80', 'se-uplc monomer', 'spr binding activity', 'particulate-matter >= 25-um', 'aex main peak', 'potency by cell-based bioassay', 'potency by binding elisa']","[0.30691394209861755, 0.1515158861875534, 0.14876213669776917, 0.146158829331398, 0.08176717907190323, 0.048752520233392715, 0.03622455894947052, 0.028786756098270416, 0.008466087281703949]","[9, 1, 10, 3, 7, 4, 2, 5, 6]",0.30691394209861755,9
851,A_TORORENCIA,TOR RESIDUO ANAGNI 2DECPT,"['aex main peak', 'rp-hplc purity', 'particulate-matter >= 25-um']","[0.855604350566864, 0.058516327291727066, 0.04126788303256035]","[2, 1, 4]",0.855604350566864,2
852,A_TOR_ORENCIA_SC,DEVIAZIONI ANAGNI HIGH,"['aex main peak', 'rp-hplc purity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80', 'spr binding activity', 'ph']","[0.41858920454978943, 0.26653915643692017, 0.18437717854976654, 0.02881193719804287, 0.028614690527319908, 0.014533242210745811, 0.009577933698892593]","[2, 1, 3, 4, 10, 7, 8]",0.41858920454978943,2
853,A_250140,METHIONINE OXIDATION 1DECPT,"['sds-page (reduced) purity', 'ph']","[0.7645792365074158, 0.20376409590244293]","[0, 8]",0.7645792365074158,0
854,A_250495_RED,PURITY (MAJOR BAND),['sds-page (reduced) purity'],[0.9979189038276672],[0],0.9979189038276672,0
855,A_250343,METHIONINE OXIDATION 1DECPT,"['sds-page (reduced) purity', 'ph']","[0.8024576902389526, 0.16617564857006073]","[0, 8]",0.8024576902389526,0
856,95007424_PROT_CONT,PROTEIN CONCENTRATION AVERAGE,['protein concentration (a280)'],[0.9935124516487122],[9],0.9935124516487122,9
857,A_TOR_ORENCIA_SC,DEVIAZIONI ANAGNI LOW,"['aex main peak', 'rp-hplc purity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80', 'spr binding activity', 'potency by cell-based bioassay']","[0.41299787163734436, 0.2645605504512787, 0.17710182070732117, 0.04142305999994278, 0.030677521601319313, 0.014958479441702366, 0.008881453424692154]","[2, 1, 3, 4, 10, 7, 5]",0.41299787163734436,2
858,A_250593,PEAK M6,['aex main peak'],[0.9765400290489197],[2],0.9765400290489197,2
859,A_250343,ASPARAGINE DEAMIDATION,"['potency by cell-based bioassay', 'sds-page (reduced) purity', 'protein concentration (a280)', 'potency by binding elisa', 'spr binding activity', 'se-uplc monomer', 'rp-hplc purity']","[0.5642987489700317, 0.1390533149242401, 0.07665284723043442, 0.07658445835113525, 0.07054849714040756, 0.01719905249774456, 0.012705803848803043]","[5, 0, 9, 6, 7, 3, 1]",0.5642987489700317,5
860,A_TOR_OPDIVO,DEV 8-30 MIN HALB,"['rp-hplc purity', 'aex main peak', 'particulate-matter >= 25-um', 'se-uplc monomer', 'polysorbate 80', 'spr binding activity', 'protein concentration (a280)']","[0.3249775469303131, 0.2820032238960266, 0.15885435044765472, 0.13484445214271545, 0.029029808938503265, 0.018876388669013977, 0.016696956008672714]","[1, 2, 4, 3, 10, 7, 9]",0.3249775469303131,1
861,A_TORORENCIA,TOR DA TT4 2DECPT,"['rp-hplc purity', 'aex main peak', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80']","[0.5825988054275513, 0.27935361862182617, 0.04672517254948616, 0.033264148980379105, 0.015114759095013142]","[1, 2, 3, 4, 10]",0.5825988054275513,1
862,Y_250627_ICIEF,Basic Peaks,['aex main peak'],[0.9995287656784058],[2],0.9995287656784058,2
863,A_TOR_OPDIVO,TOR CON PACK 30-40 TOT,"['rp-hplc purity', 'particulate-matter >= 25-um', 'aex main peak', 'se-uplc monomer', 'polysorbate 80', 'protein concentration (a280)', 'spr binding activity']","[0.43155452609062195, 0.16461850702762604, 0.14127099514007568, 0.08127936720848083, 0.07711423188447952, 0.027792388573288918, 0.026857299730181694]","[1, 4, 2, 3, 10, 9, 7]",0.43155452609062195,1
864,A_USPO1206,PROTEIN CONC- UV (A280NM) 1DECPT,['protein concentration (a280)'],[0.9869917631149292],[9],0.9869917631149292,9
865,A_250546,APPEARANCE,"['se-uplc monomer', 'aex main peak', 'polysorbate 80', 'particulate-matter >= 25-um', 'protein concentration (a280)', 'rp-hplc purity']","[0.7917360663414001, 0.08275969326496124, 0.02789291739463806, 0.021242763847112656, 0.019093338400125504, 0.016126934438943863]","[3, 2, 10, 4, 9, 1]",0.7917360663414001,3
866,A_USPO5258,IPILIMUMAB MAJOR BAND,"['aex main peak', 'rp-hplc purity', 'se-uplc monomer', 'spr binding activity', 'particulate-matter >= 25-um', 'polysorbate 80']","[0.726966142654419, 0.07071878015995026, 0.048467088490724564, 0.045817192643880844, 0.03843321278691292, 0.02268967404961586]","[2, 1, 3, 7, 4, 10]",0.726966142654419,2
867,A_250593,GROUP 3,"['se-uplc monomer', 'aex main peak', 'polysorbate 80', 'rp-hplc purity', 'protein concentration (a280)', 'spr binding activity', 'particulate-matter >= 25-um', 'ph', 'potency by cell-based bioassay']","[0.4769512414932251, 0.13072076439857483, 0.1021374762058258, 0.0782042071223259, 0.05907628685235977, 0.03885457664728165, 0.03616933897137642, 0.025657812133431435, 0.012783464975655079]","[3, 2, 10, 1, 9, 7, 4, 8, 5]",0.4769512414932251,3
868,Y_M00000093_CESDS_NR,NonRed: Purity major peak,['sds-page (reduced) purity'],[0.9888335466384888],[0],0.9888335466384888,0
869,A_USPO5655,OSMOLALITY,"['particulate-matter >= 25-um', 'aex main peak', 'protein concentration (a280)', 'se-uplc monomer', 'polysorbate 80', 'potency by cell-based bioassay', 'spr binding activity', 'potency by binding elisa']","[0.2626422345638275, 0.20381586253643036, 0.17079411447048187, 0.1519363671541214, 0.06531255692243576, 0.053973134607076645, 0.02482726238667965, 0.023783355951309204]","[4, 2, 9, 3, 10, 5, 7, 6]",0.2626422345638275,4
870,A_TOR_OPDIVO,TOR CON PACK 8-25 TOT,"['rp-hplc purity', 'particulate-matter >= 25-um', 'aex main peak', 'se-uplc monomer', 'polysorbate 80', 'spr binding activity', 'protein concentration (a280)', 'potency by cell-based bioassay']","[0.42806878685951233, 0.1420569121837616, 0.14172866940498352, 0.10991895198822021, 0.07166917622089386, 0.028019078075885773, 0.027622267603874207, 0.010116525925695896]","[1, 4, 2, 3, 10, 7, 9, 5]",0.42806878685951233,1
871,A_250735,GROUP 1,"['se-uplc monomer', 'aex main peak', 'polysorbate 80', 'rp-hplc purity', 'protein concentration (a280)', 'particulate-matter >= 25-um', 'spr binding activity', 'ph']","[0.507599949836731, 0.1333559900522232, 0.10940983891487122, 0.0794658288359642, 0.04327019676566124, 0.039423972368240356, 0.0215474683791399, 0.019337056204676628]","[3, 2, 10, 1, 9, 4, 7, 8]",0.507599949836731,3
872,A_250491_VC,VOLUME IN CONTAINER AVG,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'sds-page (reduced) purity', 'aex main peak', 'rp-hplc purity', 'potency by cell-based bioassay']","[0.660866916179657, 0.1310737282037735, 0.08023424446582794, 0.02631315402686596, 0.025214774534106255, 0.016903579235076904, 0.013431179337203503]","[4, 3, 9, 0, 2, 1, 5]",0.660866916179657,4
873,A_USPO1199,BINDING ACTIVITY (ELISA),['potency by binding elisa'],[0.9973275661468506],[6],0.9973275661468506,6
874,A_TOR_EMPLICITI,TOR CON PACK 8-25 HR,"['rp-hplc purity', 'aex main peak', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80', 'spr binding activity', 'protein concentration (a280)']","[0.5444924831390381, 0.16152507066726685, 0.10845455527305603, 0.07034575194120407, 0.04341569170355797, 0.01996934600174427, 0.014359508641064167]","[1, 2, 3, 4, 10, 7, 9]",0.5444924831390381,1
875,A_250491_VC,VOLUME IN CONTAINER 4,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'polysorbate 80', 'aex main peak', 'sds-page (reduced) purity', 'potency by cell-based bioassay', 'ph']","[0.6210857629776001, 0.1569567769765854, 0.09267280250787735, 0.023784995079040527, 0.022695330902934074, 0.02040601149201393, 0.011679221875965595, 0.010745572857558727]","[4, 3, 9, 10, 2, 0, 5, 8]",0.6210857629776001,4
876,A_95010544,VOLUME IN CONTAINER,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'sds-page (reduced) purity', 'ph', 'aex main peak', 'potency by cell-based bioassay']","[0.49637719988822937, 0.2757903039455414, 0.08136791735887527, 0.04067232832312584, 0.023988014087080956, 0.023095030337572098, 0.01259588822722435]","[4, 3, 9, 0, 8, 2, 5]",0.49637719988822937,4
877,Y_250627_ICIEF,Main Peak,['aex main peak'],[0.9995365142822266],[2],0.9995365142822266,2
878,Y_M00000094_CESDS-R,Red: Purity heavy and light chain peaks,['sds-page (reduced) purity'],[0.9619890451431274],[0],0.9619890451431274,0
879,A_TOR_OPDIVO,TOR CON PACK TOT 8-40,"['rp-hplc purity', 'aex main peak', 'particulate-matter >= 25-um', 'se-uplc monomer', 'polysorbate 80', 'spr binding activity', 'protein concentration (a280)']","[0.36706405878067017, 0.2498478889465332, 0.14041604101657867, 0.08525200933218002, 0.060712821781635284, 0.027286410331726074, 0.021389221772551537]","[1, 2, 4, 3, 10, 7, 9]",0.36706405878067017,1
880,C_5450A,BIOBURDEN 10ML,"['se-uplc monomer', 'particulate-matter >= 25-um', 'protein concentration (a280)', 'polysorbate 80', 'potency by cell-based bioassay', 'aex main peak', 'ph', 'rp-hplc purity']","[0.3552719056606293, 0.31242674589157104, 0.15567666292190552, 0.05694906413555145, 0.034067049622535706, 0.020108351483941078, 0.013174598105251789, 0.011716724373400211]","[3, 4, 9, 10, 5, 2, 8, 1]",0.3552719056606293,3
881,A_TOR,TOR LOW RES ANAGNI,"['aex main peak', 'rp-hplc purity', 'particulate-matter >= 25-um', 'se-uplc monomer', 'polysorbate 80']","[0.5346230268478394, 0.23641839623451233, 0.09613987803459167, 0.0716242641210556, 0.01271938718855381]","[2, 1, 4, 3, 10]",0.5346230268478394,2
882,A_250435,BASIC REGION,"['aex main peak', 'particulate-matter >= 25-um', 'se-uplc monomer', 'polysorbate 80', 'protein concentration (a280)', 'rp-hplc purity', 'spr binding activity']","[0.6666696071624756, 0.13408896327018738, 0.0420328825712204, 0.03931029513478279, 0.030743738636374474, 0.025855159386992455, 0.015269754454493523]","[2, 4, 3, 10, 9, 1, 7]",0.6666696071624756,2
883,A_TOR_ORENCIA_SC,TOR PRODOTTO FIN HIGH,"['se-uplc monomer', 'aex main peak', 'rp-hplc purity']","[0.8974345326423645, 0.052560918033123016, 0.02442675083875656]","[3, 2, 1]",0.8974345326423645,3
884,C_5450A,BIOBURDEN 100ML,"['se-uplc monomer', 'particulate-matter >= 25-um', 'protein concentration (a280)', 'polysorbate 80', 'potency by cell-based bioassay', 'aex main peak', 'ph', 'rp-hplc purity']","[0.41467633843421936, 0.24083736538887024, 0.1498328447341919, 0.058730822056531906, 0.040327541530132294, 0.021597787737846375, 0.016245162114501, 0.012992854230105877]","[3, 4, 9, 10, 5, 2, 8, 1]",0.41467633843421936,3
885,A_TOR_ORENCIA_SC,TOR TT4 HIGH ANAGNI,"['aex main peak', 'rp-hplc purity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'polysorbate 80']","[0.650459885597229, 0.15209811925888062, 0.11046414077281952, 0.03120936080813408, 0.015259390696883202]","[2, 1, 3, 4, 10]",0.650459885597229,2
886,A_250624,SEMI-QUANT. PART. 10 ML,"['particulate-matter >= 25-um', 'sds-page (reduced) purity', 'protein concentration (a280)', 'aex main peak', 'potency by cell-based bioassay']","[0.8908896446228027, 0.020227456465363503, 0.015963587909936905, 0.01478905975818634, 0.01309807039797306]","[4, 0, 9, 2, 5]",0.8908896446228027,4
887,A_250628,ACTIVITY BINDING ELISA,['potency by binding elisa'],[0.9973363280296326],[6],0.9973363280296326,6
888,A_95009656_NIVO,OSMOLALITY,"['particulate-matter >= 25-um', 'aex main peak', 'protein concentration (a280)', 'polysorbate 80', 'se-uplc monomer', 'potency by cell-based bioassay', 'spr binding activity', 'potency by binding elisa']","[0.3362504839897156, 0.28426799178123474, 0.1006055548787117, 0.08208702504634857, 0.07520537078380585, 0.04149951785802841, 0.023876093327999115, 0.01174366194754839]","[4, 2, 9, 10, 3, 5, 7, 6]",0.3362504839897156,4
889,C_5450A,BIOBURDEN ML,"['protein concentration (a280)', 'potency by cell-based bioassay', 'particulate-matter >= 25-um', 'se-uplc monomer', 'polysorbate 80', 'aex main peak', 'ph', 'rp-hplc purity', 'spr binding activity']","[0.28007271885871887, 0.23561613261699677, 0.12056146562099457, 0.11185775697231293, 0.07149617373943329, 0.052215345203876495, 0.03422160446643829, 0.03291519358754158, 0.015193397179245949]","[9, 5, 4, 3, 10, 2, 8, 1, 7]",0.28007271885871887,9
890,C_5296A,ENDOTOXIN 15,"['potency by cell-based bioassay', 'spr binding activity', 'protein concentration (a280)', 'potency by binding elisa', 'polysorbate 80', 'rp-hplc purity', 'aex main peak', 'se-uplc monomer']","[0.5100583434104919, 0.1536000818014145, 0.15206383168697357, 0.08179853856563568, 0.018507346510887146, 0.014876244589686394, 0.01459476351737976, 0.010665582492947578]","[5, 7, 9, 6, 10, 1, 2, 3]",0.5100583434104919,5
891,A_TOR_EMPLICITI,TOR CON PACK 8-25 TOT,"['rp-hplc purity', 'se-uplc monomer', 'particulate-matter >= 25-um', 'aex main peak', 'polysorbate 80', 'spr binding activity', 'protein concentration (a280)', 'potency by cell-based bioassay', 'ph']","[0.430836021900177, 0.14012905955314636, 0.1368671953678131, 0.08962327986955643, 0.06613177806138992, 0.044739868491888046, 0.030369943007826805, 0.011142482049763203, 0.009673073887825012]","[1, 3, 4, 2, 10, 7, 9, 5, 8]",0.430836021900177,1
892,C_5296A,ENDOTOXIN 20,"['potency by cell-based bioassay', 'protein concentration (a280)', 'spr binding activity', 'potency by binding elisa', 'polysorbate 80', 'rp-hplc purity', 'aex main peak', 'se-uplc monomer']","[0.4655941426753998, 0.17856180667877197, 0.1747814565896988, 0.07255655527114868, 0.02294468693435192, 0.016155509278178215, 0.013617973774671555, 0.010093257762491703]","[5, 9, 7, 6, 10, 1, 2, 3]",0.4655941426753998,5
893,C_5296A,ENDOTOXIN 10,"['potency by cell-based bioassay', 'protein concentration (a280)', 'spr binding activity', 'potency by binding elisa', 'polysorbate 80', 'aex main peak', 'rp-hplc purity', 'se-uplc monomer']","[0.537559449672699, 0.17529018223285675, 0.11843205988407135, 0.0713505744934082, 0.0196691881865263, 0.014610965736210346, 0.012719262391328812, 0.008769422769546509]","[5, 9, 7, 6, 10, 2, 1, 3]",0.537559449672699,5
894,A_TOR_ORENCIA_SC,TOR TT4 HIGH,"['se-uplc monomer', 'aex main peak', 'rp-hplc purity', 'particulate-matter >= 25-um', 'polysorbate 80']","[0.5756927728652954, 0.1881987750530243, 0.16296504437923431, 0.018229426816105843, 0.013240812346339226]","[3, 2, 1, 4, 10]",0.5756927728652954,3
895,R_ABA_SDSPAGESINRED,SDSPAGE Sin Red Banda Mayoritaria,"['sds-page (reduced) purity', 'rp-hplc purity', 'spr binding activity']","[0.6596627831459045, 0.2788086235523224, 0.01519946288317442]","[0, 1, 7]",0.6596627831459045,0
896,C_249491_3,EU_MG_2DP,"['rp-hplc purity', 'ph', 'protein concentration (a280)', 'se-uplc monomer', 'particulate-matter >= 25-um', 'spr binding activity', 'sds-page (reduced) purity', 'potency by cell-based bioassay']","[0.6808100342750549, 0.07327114790678024, 0.06386201828718185, 0.04697315767407417, 0.03432220220565796, 0.02764630876481533, 0.022122029215097427, 0.018037373200058937]","[1, 8, 9, 3, 4, 7, 0, 5]",0.6808100342750549,1
897,C_95007421,HIGH MOLECULAR WEIGHT SPECIES,['se-uplc monomer'],[0.9943341016769409],[3],0.9943341016769409,3
898,C_250475,IL2 INHIBITION ASSAY,['potency by cell-based bioassay'],[0.963165283203125],[5],0.963165283203125,5
899,C_95007196,PH,['ph'],[0.9976351261138916],[8],0.9976351261138916,8
900,A_250491_VC,VOLUME IN CONTAINER 3,"['particulate-matter >= 25-um', 'se-uplc monomer', 'protein concentration (a280)', 'sds-page (reduced) purity', 'polysorbate 80', 'aex main peak', 'ph', 'potency by cell-based bioassay']","[0.630284309387207, 0.14385545253753662, 0.10005870461463928, 0.02646743506193161, 0.018689293414354324, 0.018463971093297005, 0.011463997885584831, 0.011131895706057549]","[4, 3, 9, 0, 10, 2, 8, 5]",0.630284309387207,4
901,C_5296A,ENDOTOXIN 1DP,"['potency by cell-based bioassay', 'spr binding activity', 'potency by binding elisa', 'protein concentration (a280)', 'rp-hplc purity', 'sds-page (reduced) purity', 'aex main peak', 'polysorbate 80']","[0.44550850987434387, 0.2482243925333023, 0.09983942657709122, 0.08669411391019821, 0.02980630472302437, 0.01783323474228382, 0.016180235892534256, 0.011173730716109276]","[5, 7, 6, 9, 1, 0, 2, 10]",0.44550850987434387,5
902,95007421_SIZE_HOMOG,HIGH MOLECULAR WEIGHT SPECIES <=4.5,['se-uplc monomer'],[0.9964280724525452],[3],0.9964280724525452,3
903,249699_ID_ABATAC,MIG TIME ABATACEPT RWS,"['rp-hplc purity', 'se-uplc monomer', 'aex main peak', 'particulate-matter >= 25-um']","[0.5868718028068542, 0.18167515099048615, 0.17326197028160095, 0.011432257480919361]","[1, 3, 2, 4]",0.5868718028068542,1
904,Y_SM_95009822_R,EC50-7,"['particulate-matter >= 25-um', 'polysorbate 80', 'protein concentration (a280)', 'spr binding activity', 'rp-hplc purity', 'aex main peak', 'se-uplc monomer', 'ph', 'potency by cell-based bioassay']","[0.3358096182346344, 0.15071344375610352, 0.10895131528377533, 0.1014987975358963, 0.09053303301334381, 0.06992067396640778, 0.06839051842689514, 0.021436745300889015, 0.017081789672374725]","[4, 10, 9, 7, 1, 2, 3, 8, 5]",0.3358096182346344,4
905,R_EMPLICITI_PARTIC,Particulas >= 10 um,"['particulate-matter >= 25-um', 'rp-hplc purity', 'aex main peak', 'spr binding activity', 'protein concentration (a280)']","[0.8200116157531738, 0.0933726355433464, 0.018877582624554634, 0.012604551389813423, 0.009256221354007721]","[4, 1, 2, 7, 9]",0.8200116157531738,4
